komentar_super_clean,label,prediksi_indobert,confidence
alexis 17 emang ga pernah pelit kalo soal ngasih jackpot ke membernya,1,1,0.9999316930770874
emang gak se worth it alexis17 deh,1,1,0.9999371767044067
yo apik tenan iki gampang banget dapetnya,1,1,0.9998621940612793
matahari kembar,0,0,0.9998449087142944
the real kaya wkwk tanpa banyak sponsor,0,0,0.9999257326126099
jepe wede gampang banget,1,1,0.9999055862426758
kdm ahok 2029 bagi tugas gebrakan dalam dan luar negeri,0,0,0.9999289512634277
silvia merah jarang dipake bang sini tuker sama beat karbu,0,0,0.999931812286377
makswin brusan gates seneng banget,1,1,0.9997573494911194
dikayh px5wl iya bang si paling tau,0,0,0.9999351501464844
minggir lu misquen,0,0,0.9999275207519531
beuhh kameranya,0,0,0.999931812286377
cara liat dislike gmn brader,0,0,0.9999374151229858
misi pak dari kemarin saya belum faham bapak berperan sbg apa,0,0,0.9999314546585083
intinya cuma omon omon doang,0,0,0.999932050704956
bauahahahah kalahh mulu pandjiiiiiii,0,0,0.9999239444732666
00 12 enggak bukan d berita tp d om dhiar,0,0,0.999927282333374
seminggu main alexis17 gue udah bayar spp anak setahun,1,1,0.9999396800994873
bang video weton88 terpercaya 5k 1jt,1,1,0.9996789693832397
jadi pengen beli hp ini semoga ada rejeki nya aamiin,0,0,0.9999281167984009
lebih bagus komentar netizen dari pada omongan bapak satu ini,0,0,0.9999321699142456
manut88 mimpi besar berani gagal bangkit lagi,1,1,0.9997109770774841
bang bahas hp merk baru dari eropa inoi,0,0,0.9999301433563232
pinkgangsta6157 sumpah bagian ini kyk ga masuk ke otak aku dlu,0,0,0.9999315738677979
mantul banget p u i a u 7 7 7 jepe lagi nih,1,1,0.9998358488082886
gas bang bangun motor,0,0,0.9999263286590576
jepey trs diweton88,1,1,0.9997028708457947
gileee beda dari yang lain suv pake drift,0,0,0.9999247789382935
agustoto gua maen bentar aja lngsg wedey gede,1,1,0.9999043941497803
gw rungkad mandalika77 wkwkwkw tapi tmn gw yg pada jp di mandalika77,1,1,0.9999244213104248
beli langsung 3,0,0,0.9999010562896729
settingan para pengawalnya,0,0,0.9999247789382935
kepada gojek semoga surgamu cuma makan iklan mu sangat menganggu,0,0,0.9999195337295532
daftar maen sebentar lgsng jepe,1,1,0.9999051094055176
bertahan di samsung a6 ram 4 32 layar retak,0,0,0.9998613595962524
sponsornya keren semua plus overall look mobil ini emang top,0,0,0.9999141693115234
kayak konsep tahun 2000 an awal ya airbrush full body,0,0,0.9999234676361084
rejeki nambah nggak nyesel nyobain,1,1,0.9998403787612915
sama gan entah kenapa nonton ini malah bawaannya ketawa,0,0,0.9999357461929321
kerennn contentnya bang cari situs weton88,1,1,0.9996745586395264
ya waktu debat sama anis juga kan ngaco dan ngawur mulu pas anis nanya,0,0,0.9999227523803711
janganlah khawatir hal apa yang orang lain pikirkan yang amat berarti ialah apa yang kamu pikirkan hal dirimu sendiri mandalika77 mulanya gk percaya sih cocok di buktiin memanglah luar umum website ini gacirnya,1,1,0.9999063014984131
yahh udah di hide dislikenya info terakhir dislike nya berapa,0,0,0.9999319314956665
bapak tolong kalo lagi bahas sesuatu jangan kemana2,0,0,0.9999361038208008
itulah the power of cuan,0,0,0.999922513961792
10 29 pasti lbwk kah,0,0,0.9999260902404785
28 10 lancer wagon wakk basic mobil apa tuh yg di swap,0,0,0.9999300241470337
thanks bang bisa makin kebuka pandangan lainnya good job,0,0,0.9999349117279053
tau dapetin cuan gampang ya alexis17,1,1,0.9999324083328247
sekali2 bahas kartu sd yg baik dong bang,0,0,0.9999343156814575
sumpah ngomong apaan sih,0,0,0.9999297857284546
saya terhipnotis presiden sebelumnya sehingga buta akan kebaikan,0,0,0.9999220371246338
terus what should you do pak,0,0,0.9999312162399292
main santai di agustoto eh malah dapet jakpot besar gak mau ketinggalan lagi,1,1,0.9998999834060669
bersama mandalika77 ciptakan 3 17 keajaiban,1,1,0.9999040365219116
akhirnyaa salam sgi88 gampang jepe,1,1,0.9998904466629028
ngak punya kapasitas,0,0,0.9999270439147949
modal kecil wede besar gacir abis,1,1,0.9999110698699951
iya anjer gk nyambung bgttt jd kesel sndiri gw dngerinnya,0,0,0.9999213218688965
duh mba denza,0,0,0.9999306201934814
kevin de mruyne,0,0,0.9999125003814697
bermain dip l u t o 8 8 uang jajan nggak habis habis,1,1,0.9996858835220337
makswin brusan gates gg banget,1,1,0.9997937083244324
sis kalo proyek alexis17 juaranya,1,1,0.9999369382858276
abis liat di ishow speed muncul ini,0,0,0.9999099969863892
lha iki kan asline bakul bis hanya hobi canda mas wahid,0,0,0.999923586845398
seminggu main alexis17 gue udah ganti smart tv,1,1,0.9999370574951172
emang gak se worth it alexis17 sih,1,1,0.99993896484375
gak khawatir duit kalo udah gabung alexis17,1,1,0.9999356269836426
suka bener kalo ngomong,0,0,0.999840259552002
notif langsung nonton habis jepe s gi8 8,1,1,0.9998741149902344
komennya langsung diserang buzzer nya 1 1 100,0,0,0.9999039173126221
lanjut vivo v50 lite mungpung masih hagat,0,0,0.9999270439147949
dor 77 menawarkan kesempatan menguji kemampuan,1,1,0.9997722506523132
bro alexis17 turnamen gede nih hadiahnya milyaran,1,1,0.9999386072158813
02 00 pulau777 gampang banget buat dicoba,1,1,0.9997699856758118
nungguin review mobilnya mas dipo yg crass di iven drift kmarin,0,0,0.9999276399612427
ziko agi bintitan kah,0,0,0.9999319314956665
haha bowoktok de tok,0,0,0.9999233484268188
the power kak najwa,0,0,0.9999269247055054
semangat bang konten nya salam sgi88 gampang jepe,1,1,0.9998993873596191
soleh solihun versi politisi lucu dan berisi banget pak ahok,0,0,0.9999173879623413
out of topic kamera yg nge shoot ke arah pandji ngga nge record,0,0,0.999924898147583
jogetin aja udah dek pilihan jawir itu,0,0,0.9999035596847534
agustotomemang daebak jp nya bikin speechless,1,1,0.9997697472572327
09 00 epic moment sih gokliisss,0,0,0.9999216794967651
cs ramah proses gampang pokoknya oke,1,1,0.9998041987419128
membosankan,0,0,0.9999173879623413
rezeki berkah99 emang gak terduga terima kasih ya tuhan,1,1,0.9999009370803833
gak ngebosenin sih gue tetep stay pulauwin,1,1,0.999198853969574
meded pisan bro mantaaaaaapppp,0,0,0.9996640682220459
cara bikin timestamp begini gimana sih,0,0,0.9999035596847534
mantap jiwa emang alexis17,1,1,0.9999409914016724
remuk kayanya kmaren bang,0,0,0.9999337196350098
bandar sgi88 auto sultan gacur,1,1,0.9998574256896973
gasss konten motornyaaa,0,0,0.99992835521698
nemu ayam goreng atau ikan aja sebulan sekali juga gak,0,0,0.9997947812080383
tahi sekali,0,0,0.9999032020568848
keberuntungan bikin cinta dora 77 thank you,1,1,0.999835729598999
semangat bosqu terbaik weton88,1,1,0.9997387528419495
salut editornya ngedit 3 5 jam,0,0,0.9998873472213745
gue rela begadang sampe pagi alexis17,1,1,0.9999386072158813
auto jepey alexis17,1,1,0.9999364614486694
serius nanya deh alexis17,1,1,0.9999393224716187
jangan ngehate mas gibran,0,0,0.999932050704956
alexis17 emang ga matinya rame promo,1,1,0.9999380111694336
alexis17 emang daun banget gila sih serius,1,1,0.9999394416809082
bang pesen sama orang gudang lebih murah redy cepat,0,0,0.9999220371246338
sudah nonton full mas,0,0,0.9999312162399292
maen lgsng jepek modal aja,1,1,0.999913215637207
gokil banget gua suka bgt sama video video di channel lu bang,0,0,0.9999332427978516
emang gak ada yang se recommended alexis 17 deh,1,1,0.9999369382858276
orang ini yg dpt kerja karena koneksi bapaknya,0,0,0.9999243021011353
makasih banyak gust t hari ini benar benar gacir banget,1,1,0.999679446220398
makasih ya clipper tara arts dan gema show,0,0,0.9998736381530762
keren banget alexis17 selalu kasih kejutan seru,1,1,0.9999371767044067
keren habis si,0,0,0.9999288320541382
argaviyatayudha21 baru kali ini tidurku lebh nyenyak dawg presiden kita jago yapping,0,0,0.9999109506607056
ada jg mas tow hook yg nempelnya pake lem doang,0,0,0.9999074935913086
modal minim banget kontennya,0,0,0.9998633861541748
bicara tapi bingung yg bingung yg bicara hadeuh,0,0,0.999934196472168
jadilah versi terbaik dari dirimu sendiri manut88 mendoakanmu,1,1,0.9997981190681458
maen lgsng makswin gg banget,1,1,0.9997437596321106
pagi pagi udah dapet notif wd alexis17 mood langsung minggu,1,1,0.9999356269836426
fokus nonton video fokus baca komentar,0,0,0.9999271631240845
temen kampus gue heran liat gue sukses gara gara alexis17,1,1,0.9999390840530396
nice link bagus alexis17,1,1,0.9999375343322754
a l e x i s 1 7 emang berbeda,1,1,0.9994795918464661
bro bilang alexis17 top markotop,1,1,0.9999381303787231
alexis17 bikin hidup gue simpel asli,1,1,0.9999358654022217
temen kantor gue kepo penghasilan alexis17,1,1,0.9999395608901978
plek ketiplek,0,0,0.9998093247413635
alexis 17 gua maen bentar aja lngsg wedey gede,1,1,0.9999231100082397
redi dijual mesin 2jzgte 108 biar bisa kyk garasidrift man,0,0,0.9998993873596191
cakep kali weton88 bravo,1,1,0.9995869994163513
ngeh kalo alexis17 sekeren serius,1,1,0.9999421834945679
semoga nanti saya bisa bilang mobil 100jt an itu murah seperti mereka,0,0,0.9999228715896606
semoga ahoh sehat sehat terus karena nafasnya terdengar semakin berat,0,0,0.9999266862869263
gabung alexis17 seminggu udah ganti hape,1,1,0.9999394416809082
ayokkk bus pariwisata area jaw tengah gercep,0,0,0.9998897314071655
06 15 mantap jiwa berkah99,1,1,0.999883770942688
sehari join alexis17 gue udah dapet cuan dp rumah,1,1,0.9999406337738037
bro alexis17 tuh emang mantep banget gue udah buktiin,1,1,0.9999388456344604
jepey trs diweton88,1,1,0.9997028708457947
main situs segacor weton88 asli nagih sih,1,1,0.9997461438179016
crosstrek mana bang,0,0,0.9999337196350098
gw coba alexis17 yg lg viral 100rb 3jt sampe sejam,1,1,0.9999409914016724
knpa gak ada sesi testing,0,0,0.9999327659606934
187 697 orang tercepat,0,0,0.999854326248169
yng ditunggu tunggu damnnnn,0,0,0.9999209642410278
semoga amal ibadahnya terima sisi tuhan,1,0,0.9999240636825562
buahaha saya hanya mampir baca koment videonya saya pause,0,0,0.9998912811279297
rizkyanihidayat7110 ngga baiknya seolah2 tau,0,0,0.9999269247055054
anak abah2,0,0,0.9999217987060547
p l u t o 8 8 sukses bawa pengalaman main berkelas,1,1,0.9997385144233704
pulau 777 tempat para pemenang berkumpul,1,1,0.9998154044151306
setuju aceh bertiga,0,0,0.9999130964279175
geloo weton88 cair x100,1,1,0.9996556043624878
gantian dong wapresnya begini ya ditunggu edisi selanjutnya,0,0,0.9999246597290039
emak lu sekeluarga kali stunting,0,0,0.9999071359634399
niat banget copasnya face blue smiling,0,0,0.9999231100082397
pulauwin ini bukan kaleng kaleng sih beneran meledak,1,1,0.9989405274391174
emang gak obatnya sih keseruan main alexis17,1,1,0.9999349117279053
orang bilang alexis17 tuh bener bener ngebantu keuangan,1,1,0.9999403953552246
ngelag enggak wd jalan terus p u i a u 7 7 7 emang top,1,1,0.9996681213378906
cakep kali weton88 bravo,1,1,0.9995869994163513
gua sih udah pasang alarm khusus buat jam gacor alexis 17,1,1,0.9999376535415649
yaaaah fufufafa nongol,0,0,0.9999245405197144
kereeennn bgtt bang obell,0,0,0.9999293088912964
keren banget bang salam jepe sgi88,1,1,0.9998644590377808
broom 404 yaah generasi gk berguna move on doong,0,0,0.9999192953109741
pemimpin suram,0,0,0.9999063014984131
apple punya usa di cina cuman rakit karena biaya produksi murah,0,0,0.9999136924743652
bayangkan jika huawei tidak dibanned google damn,0,0,0.9999287128448486
jgn kayak buzzer 02,0,0,0.9999268054962158
kalo suara koh ahok kagak serak udah jadi presiden dia keknya,0,0,0.9999239444732666
iya benar jangan2 jawabannya lebih hebat ngelanturnya,0,0,0.9999315738677979
bermain gustoto membuka jalan tukang jahit pengusaha sukses,1,1,0.9998642206192017
swert bonanja gacir modal kecil jepek,1,1,0.9998871088027954
udah craas aja mobil nya,0,0,0.9999163150787354
ngomong opo ae ngomong tapi nggak tau maknanya cuma ngomong,0,0,0.9999302625656128
sangat terlihat otoriternya,0,0,0.9999172687530518
masterpiece,0,0,0.9998995065689087
alexis 17 gampang banget dapet hasil gede gk ribet,1,1,0.9999196529388428
the king of aerox,0,0,0.9999126195907593
gak mau ngabisin waktu langsung gacir di mandalika77 ini baru bener bener rezeki,1,1,0.9999028444290161
seru nich weton88 cair,1,1,0.9996370077133179
berkat dora 77 melesat pegawai harian bos usaha,1,1,0.9998468160629272
wkkwkw gua masih make samsung j5 buka youtube aja lewat chrom,0,0,0.9999240636825562
lha 58 itu cuma tamat sd smp mereka hanya tahu bansos blt,0,0,0.9999284744262695
setuju bro gabedanya cherry group yg udah akusisi range rover,0,0,0.9999297857284546
udh pasti crf ditinggal sekebon,0,0,0.9998418092727661
koislot bikin pemula langsung pede,1,1,0.9996534585952759
spg nya denza cakep buangett,0,0,0.9998784065246582
suported apa suportif sih yg bener seriusnanya,0,0,0.999869704246521
buzzerrp lagi kurang bayarannya jadi dislike ya parah ndak setia,0,0,0.9999316930770874
oke mandalika77 gas gas gas,1,1,0.9998779296875
fufu fafaaa,0,0,0.9999221563339233
coba mobil listrik mas,0,0,0.9999265670776367
main situs segacor sgi88 asli nagih sih,1,1,0.9998764991760254
mantap betul ahh kalau gini gak sia sia deh gua main di mandalika77 keren pokonya,1,1,0.9999103546142578
pulauwin orang sih,1,1,0.9988320469856262
masalah kalian akan selesai di alexis17,1,1,0.9999332427978516
kosong,0,0,0.999922513961792
m a n u t88 emang terkenal gak pernah nanggung kalau turunin petiirr,1,1,0.9997561573982239
ngelag wd jalan alexis17 emang top,1,1,0.9999324083328247
puas rebahan yuk rebahan berfaedah pu lau tujuh tujuh tujuh,1,1,0.9999018907546997
kpn punya pemimpin seperti ini begitu banyak solusi,0,0,0.9999208450317383
itulah kritik membangun lanjutkan,0,0,0.9999299049377441
bareng bareng dilaporkan ke youtube aja yuk,0,0,0.9999227523803711
tak ada yang bahas perampasan aset koruptor ya serius nanya,0,0,0.9999274015426636
emng bener kemarin udah coba probet gas ahh sgi88 kawan berbuah manis,1,1,0.9998592138290405
sehat rezeki sgi88,1,1,0.9998561143875122
harga di tokped 99 juta bjirr,0,0,0.9999194145202637
wihhhh,0,0,0.9999279975891113
lsg gicir modal seadanya b r o,1,1,0.9982950091362
alexis17 emang beda,1,1,0.9999372959136963
seperti melihat 4 buta megang gajah gtu ya,0,0,0.9999159574508667
hahahahahahahahahahahaha,0,0,0.9999281167984009
hahaha demo nya dibayar katanya,0,0,0.9999309778213501
kembaran brziko,0,0,0.9999254941940308
maen swert bonanja sketer terus terusan,1,1,0.9999027252197266
ga crostreck lagi,0,0,0.9998880624771118
berisik pada iri previlege tp berprestasi di inter why not,0,0,0.99992835521698
lieur ach,0,0,0.9998683929443359
ahok kdm,0,0,0.9999279975891113
iya cuy sama,0,0,0.9999313354492188
baru maen langsung mekswin di dewadora,1,1,0.9999034404754639
senang banget bisa dapet rezeki hari ini dari dora77,1,1,0.9998810291290283
mau tanya abang2 danantara itu fungsinya buat apa ya,0,0,0.9999302625656128
ahookkk cintakuuuu,0,0,0.9999215602874756
mending poco x3,0,0,0.9999231100082397
tunggu yg 6 lipat,0,0,0.9999107122421265
ini sih niat bgt jirrrr keren,0,0,0.9999302625656128
nice banget bang,0,0,0.9999325275421143
awowkwkwkwkkw mana bisa jawab,0,0,0.9999358654022217
punya farrel kapan di garap,0,0,0.9999303817749023
3 jam wowok yapping ngalor ngidul,0,0,0.9999148845672607
ngeri bang gk bisa lepas,0,0,0.999933123588562
tyota supra nya platinum bodykit nya mantep bgt,0,0,0.9998672008514404
seru liat komennya,0,0,0.999929666519165
the real sultan,0,0,0.9998939037322998
wah baru denger tentang a l e x i s 1 7 langsung penasaran dong,1,1,0.9995482563972473
top mantap is the best bang rifatq,1,0,0.9999059438705444
p l u t o 8 8 modal hasil maksimal,1,1,0.9996019005775452
gue rela begadang malem main alexis17,1,1,0.9999395608901978
kenapa ga build impreza aja sih,0,0,0.999921441078186
seminggu main alexis17 gue udah ganti drone,1,1,0.9999383687973022
50jt bagi 3,0,0,0.999920129776001
18 29 mbak irene bang pandji minta tolong dimarahin ya,0,0,0.9999340772628784
yapping bang,0,0,0.999932050704956
24 20 ganti judul aja bang skakmat dalam 7 langkah,0,0,0.9999312162399292
emang gak se mantep alexis17 deh,1,1,0.9999387264251709
dari mana duitnya,0,0,0.9999247789382935
cair kakak mantap banget cuan sgi88,1,1,0.9998413324356079
terima kasi rezekinya sgi88,1,1,0.999847412109375
only talk but no action,0,0,0.9999258518218994
ridwan ld4gk dengerin ga sampe akhir,0,0,0.999916672706604
jepe terus tiap hari situs terbaik,1,1,0.9998561143875122
kemenangan valid settingan p l u t o 8 8 emang gacor,1,1,0.9997249245643616
cakep parahhhhhhh,0,0,0.9998992681503296
13 51 misi bang yaaa,0,0,0.9999313354492188
bosnya aja jawab ngalor ngidul gimana anak buahnya,0,0,0.9999246597290039
ngakak ini,0,0,0.9999299049377441
mobil barunya gus iqdam,0,0,0.9999251365661621
emng bener kemarin udah coba probet gas ahh sgi88 kawan berbuah manis,1,1,0.9998592138290405
rame banget nih alexis17 tongkrongan,1,1,0.9999405145645142
whahahahha akhirnya monthly bos,0,0,0.9999301433563232
dan aakhirnya david jajal huaweiiii,0,0,0.9999314546585083
respect bang sadad sama erspo,0,0,0.9999350309371948
alexis17 bikin hidup gue simpel asli sumpah,1,1,0.9999370574951172
karena kalo ada salah salah ngomong bisa dicut,0,0,0.9999321699142456
kenapa dislike disembuyiin tong,0,0,0.9999336004257202
new armada r22 cakep,0,0,0.9998958110809326
keberuntungan bener bener gacir d ra77 nggak nyangka,1,1,0.9998261332511902
lagi otw ngayal,0,0,0.9999262094497681
cuihhh gitu katanya fufufafa hehehe,0,0,0.9999349117279053
pengen beli tapi kalah sama kebutuhan,0,0,0.999927282333374
satirnya sadis juga agan ini wkwkwk,0,0,0.9999328851699829
mayoritas masyarakat kecewa dengan kebijakan bapak terimakasih,0,0,0.9999279975891113
hp jual gengsi sampai semahal itu,0,0,0.9999246597290039
yang setuju setelah ini giliran gibran like,0,0,0.999930739402771
menang di jersey doang beli gas masih antri,0,0,0.9998962879180908
mantap bg bimo,0,0,0.9999326467514038
mandalika77 bikin main jadi seru dan cuan gak berhenti mengalir khususnya dengan event scater zeus,1,1,0.9998928308486938
mulai hari dengan semangat positif di mandalika77,1,1,0.9998917579650879
kali ini saya sangat mengapresiasi orang2 yang ngedislike video ini,0,0,0.9999313354492188
gaes alexis17 tuh kayak cheat code urusan ginian,1,1,0.9999377727508545
solusi penghilang stress cuman alexis17,1,1,0.9999368190765381
generasi muda bonus konstitusi,0,0,0.9999144077301025
agustoto tiap main pasti ada aja jackpot luar biasa,1,1,0.9998911619186401
wede 50jt cepet banget prosesnya alexis17,1,1,0.9999333620071411
alexis17 bikin hidup gue simpel asli gila,1,1,0.9999366998672485
pasti anak abah wkwkkwk,0,0,0.9999240636825562
episode terkocak,0,0,0.9999133348464966
undang wapres juga donkkkkk,0,0,0.9999275207519531
gak bosan main alexis17 menang,1,1,0.9999303817749023
malem gue nungguin update alexis17,1,1,0.9999403953552246
sayang banget ini upload tapi udah crash,0,0,0.999923586845398
alexis17 emang ga duanya pelayanan super cepet wd lancar jaya,1,1,0.9999303817749023
2 25 langsung di sgi88 bang,1,1,0.999829888343811
bang spiker nya lupa di tes,0,0,0.9999312162399292
emang gak se fair alexis17 deh,1,1,0.9999392032623291
wede gampang situsnya terpercaya banget,1,1,0.9998956918716431
perut nya aga kempesan om,0,0,0.999925971031189
10 12 masa ngga tau berkah99 si tempatnya para pemenang,1,1,0.9998680353164673
bangun motor bang kali,0,0,0.9999239444732666
crosstrek jumat ye,0,0,0.999927282333374
gue rela ninggalin platform fokus alexis17,1,1,0.9999418258666992
ditunggu pak ahok untuk jdi presiden kami menunggu,0,0,0.9999202489852905
yang di idam kan,0,0,0.9999300241470337
tigo 8 masalahnya apa aja ya,0,0,0.9997512698173523
24 33 dan kemudian berdua marah marah hahaha lol,0,0,0.9999254941940308
kalo udh jumpa om mobi seru,0,0,0.9999215602874756
temen gue bilang alexis17 tuh bikin kecanduan,1,1,0.9999387264251709
sumpah maen udh hoki,1,1,0.9998003840446472
besok pagi beli ah,0,0,0.9999287128448486
ayolah jangan didislike kasihan dia bacanya aja susah,0,0,0.9999300241470337
kau diam,0,0,0.9999227523803711
honda accord warna item,0,0,0.9999029636383057
gacha receh sob berjuang beneran gak dosa,1,0,0.9880107045173645
like nya keliatan kok dislike nya gak muncul ya,0,0,0.9999312162399292
voters 02 kan iq 58,0,0,0.9999209642410278
sgi88 maen santai aja tetep wedey jutaan,1,1,0.9998555183410645
bro alexis17 tuh emang mantep banget gue udah buktiin,1,1,0.9999388456344604
1 36 42 the road is still long bang,0,0,0.9999319314956665
menang pawpaw4d prediksinya benar benar mantap,1,1,0.9998642206192017
maizarindra498 ngakak maaf gak saya aminin ya hehehe,0,0,0.9999264478683472
main cerdas p l u t o 8 8 hasilnya berbicara,1,1,0.9995980858802795
salfok sama filanonya,0,0,0.9999349117279053
alexis17 bikin gue lunasi utang seminggu modal 100rb,1,1,0.9999370574951172
gacir banget main weton88,1,1,0.9996646642684937
bukan main di sini uk t 888 selalu jepeee,1,1,0.999819815158844
kacau masbray itungan nya gak pernah melenceng tidak pernah merugikan member selalu memperkaya member itu mandalika77,1,1,0.9999071359634399
yakin 60 bukan 6 wkwk,0,0,0.9999195337295532
rezeki nomplok hari ini datang dari dor 77 bener bener puas banget,1,1,0.9998998641967773
nungguin buzzer yg bisa lawan,0,0,0.9999245405197144
gw udah coba guys sgi88 cair mulu,1,1,0.9998501539230347
bilang indonesia gelap matamu yang gelap,0,0,0.9999186992645264
susah laku kalau nggak 7 seater,0,0,0.9999014139175415
menang nya ga banyak yang penting ga bikin aku rungkad naik sikit quot lama lama menjadi bukit ini buktinya aku udah menang di mandalika77 di sambar sama kake zeusss wkkwkw,1,1,0.9999212026596069
angeliart rezim kok dibela harga diri lu serendah 700 perak per komen,0,0,0.9999226331710815
fee ridwan hanif kali ini pasti menarik bgt,0,0,0.9999245405197144
gak takut ditipu kalo main alexis17,1,1,0.9999330043792725
itu anti gores nya gimna ya,0,0,0.9999337196350098
orang bilang alexis17 tuh bener bener ngubah nasib,1,1,0.9999409914016724
sketer terus keluar auto wede tiap hari,1,1,0.9999058246612549
retorika yg tak tau arah nya mau ngapa dn mengapa,0,0,0.9999309778213501
50 juta aja bree,0,0,0.9998377561569214
kdm ahok cocok,0,0,0.9999282360076904
iphone ketar ketir liat ini,0,0,0.9999288320541382
nabrak bang,0,0,0.9999266862869263
akhirnya ga pake btp lagi ya,0,0,0.9999208450317383
sama wkwkwkw,0,0,0.9999332427978516
pro aja bang sgi88,1,1,0.9998310804367065
technologia,0,0,0.999881386756897
wowo jawaban mu tidurku jadi nyenyak,0,0,0.9999306201934814
gg lu bang,0,0,0.9999282360076904
rezeki melimpah alexis 17 makasih,1,1,0.9999325275421143
pagi pagi udah dapet notif wd alexis17 mood langsung seharian,1,1,0.9999337196350098
belum beli aja uda seneng banget gimana klo uda munyain,0,0,0.9999169111251831
petir merah gates bikin mekswin,1,1,0.9998465776443481
sobat kuliner oh iya ahok dan kang dedy mantep tuh,0,0,0.9999326467514038
semangat bosqu terbaik pluto88,1,1,0.9998703002929688
gw kesini mau dislike doang,0,0,0.9999332427978516
sehari join alexis17 gue udah dapet cuan beli motor,1,1,0.9999352693557739
santai main hasilkan cuan pilih mandalika77,1,1,0.9998977184295654
bro alexis17 ngadain giveaway nih hadiahnya motor sport terbaru,1,1,0.9999266862869263
gue sih udah buktiin kehebatan alexis17,1,1,0.9999402761459351
jadi gejala awalnya bagaimana,0,0,0.9999308586120605
newpedia2541 5 10 tahun itu seumur hidup untuk pasar teknologi,0,0,0.9999265670776367
mba irene pasti kecewa berat,0,0,0.9999163150787354
hasil jepretannya mantep gilaa,0,0,0.9972550272941589
anggorodps 9 buzzer ya niat banget balesin hampir semua komentar,0,0,0.9999264478683472
coba weton88 gak ribet salam petir x 500,1,1,0.9996887445449829
gini dong 1 minggu 2x hahaha,0,0,0.9999306201934814
seminggu join alexis17 gue udah beliin ortu ac,1,1,0.9999390840530396
jepey weton88 beneran,1,1,0.9996678829193115
emang gak se reliable alexis17,1,1,0.9999396800994873
good luck bang dipo dan subaru garasi drift,0,0,0.999932050704956
pandji ko sama ahok 24 23,0,0,0.9999265670776367
kdm jangan di masukin jabar masih butuh sosok beliau,0,0,0.9999241828918457
ngang ngong ngang ngong doang udah yapping nya,0,0,0.999916672706604
weton88 uhuy,1,1,0.9991599321365356
seminggu main alexis17 gue udah bayar cicilan rumah,1,1,0.9999394416809082
gibran cari aman itu,0,0,0.9999182224273682
barang2nya recaro emang bestt sihh jadi kerenn bangett inii,0,0,0.9998146891593933
muter muter muter,0,0,0.9998416900634766
kirain hari jumat karna garasi drift upload wkwkwkwk,0,0,0.99992835521698
cortex gak d bahas ya,0,0,0.9999254941940308
keren pak ahok,0,0,0.9999260902404785
baru sehari join alexis 17 gue udah dapet cuan buat beli motor,1,1,0.9999326467514038
crostrek kami manaaaa,0,0,0.9999282360076904
di menit berapa bu uni lubis nyeletuk supersemar,0,0,0.9999117851257324
bener2 jatuh cinta desain aston martin,1,0,0.6960604786872864
pelayanan alexis17 cepet banget sih,1,1,0.9999376535415649
modal receh makswin gg sih,1,1,0.9997785687446594
tetap konsisten pak prabowo konsisten ngelantur nya,0,0,0.9999252557754517
sepeda udah ga maen golf,0,0,0.9998438358306885
ini mah buah jatoh nyangkut di pohonnya,0,0,0.9999245405197144
beli motor scoopy 2,0,0,0.9999042749404907
jepe pertama kali maen auto betah,1,1,0.9998990297317505
makanya di ban gms takut kalah saing,0,0,0.999925971031189
permainan tenang hasil salute player p l u t o 8 8,1,1,0.9997292160987854
menantang diri sendiri untuk tidak tertawa membaca komen,0,0,0.9999303817749023
ngga pengen warga pny wapres kamu bran tp ya kejadian,0,0,0.9999216794967651
ubur ubur ikan lele alexis17 nih lee,1,1,0.9999147653579712
setuju nih modif motor,0,0,0.9999322891235352
ziko pngen jadi ngabres 9 40,0,0,0.9998156428337097
gua lebih suka selain jawa yang memimpin,0,0,0.9998898506164551
2tq brio dulu yg pernah ku kerjakan 2017,0,0,0.9999054670333862
bermain bersama teman teman di sgi88 semakin seru dan asyik semakin banyak pula rezekinya,1,1,0.9998730421066284
gue rela begadang sampe subuh alexis17,1,1,0.9999382495880127
asli merinding pas bagian reveal mobil nya,0,0,0.9999310970306396
rb26 n a sayur tanpa garam,0,0,0.9999071359634399
sp12er trending no 1 di tonton oleh orang yg mau tapi ndk punya,0,0,0.9999295473098755
lagi nungguin crosstrek garasi drift,0,0,0.9999017715454102
alexis17 superrrrrr bosku gac0r melayang,1,1,0.9999374151229858
mobilnya gus iqdam,0,0,0.9999189376831055
justru lebih bangga kalau jalur prestasi,0,0,0.9999138116836548
jangan lupa basmi ormas dan tukang parkir mas,0,0,0.9999345541000366
nah ini kalimat yang tepat,0,0,0.9999346733093262
uda ngatain orang pake emot minta maaf lagi gada mental kah,0,0,0.9999226331710815
alexis17 emang ga duanya pelayanan super kilat wd lancar,1,1,0.9999302625656128
modal wede gacir abis,1,1,0.9999071359634399
bro alexis17 ngadain giveaway nih hadiahnya gadget terbaru,1,1,0.9999386072158813
bapak kau ke pulauwin,0,1,0.997837483882904
mode merakyat,0,0,0.9999028444290161
gue sih udah buktiin keajaiban alexis17,1,1,0.9999393224716187
37 15 obrolan bapak2 jam 2 pagi,0,0,0.9999297857284546
bukan provokasi tapi emag nyata gak mutu episode sudah tapi belum,0,0,0.999930739402771
stop judi gaes,0,0,0.9991531372070312
bang review pick up lbwk dong awoakwoakw,0,0,0.9999328851699829
